Text,Verdict
"We're the most competitive country in the world now, and then just fight to open those markets and go try to make the sale, and that's what our trade ambassador our commerce secretary and all the other people in our administration are trying to do.",-1
I am the one that said let's keep the M.F.N.,0
"We set up a national ceiling on health care costs tied to inflation and population growth set by health care providers, not by the government.",1
We need a president who can go in - who derives his strength from the people.,-1
"And so you've got higher administrative costs, plus profit on top of that.",-1
They're a member of the axis of evil.,-1
"We've had a lot of other presidents who didn't wear their country's uniform who had to order our young soldiers into battle, including President Wilson and President Roosevelt.",1
"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to.",-1
But this is an exciting time.,-1
"And I say that those of us who stand against surrender of territory - this or any others - in the face of blackmail, in the s- face of force by the Communists are standing for the course that will lead to peace.",-1
The uh - right of indigent or very poor accused persons to uh - legal counsel.,-1
"We have made so many bad deals during the last -- so she's got experience, that I agree.",-1
"So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past?",1
"But I just know how this world works, and that in the councils of government, there must be certainty from the U.S. president.",-1
"Number three, I'll make government more efficient and to cut back the number of employees, combine some agencies and departments.",-1
But they lead in very different directions.,-1
"And the reason he didn't is, he said -- he wrote in his book -- because there was no viable exit strategy.",1
"Our technicians have been working since that time in Geneva, trying to put into technical language a - an agreement that can be verified by both parties.",1
It penalizes the family farmer.,1
"And I regret that, because what I would like to see is for people to come together and say: Of course we're going to protect and defend the Second Amendment.",-1
