Sentence_id,Text,Verdict,Cleaned
273,"You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didn't sit around.",1,know back world war ii hundr thousand gi came back war sit around
274,We went out and built housing.,0,went built hous
275,The government was very much involved; so was the housing industry; so was the banking industry; so were housing advocates; so were non-profit agencies; so were governors and mayors and people all over this country who believe deeply in home ownership and affordable housing.,0,govern much involv hous industri bank industri hous advoc non profit agenc governor mayor peopl countri believ deepli home ownership afford hous
276,"Now, that's the kind of leadership that I want to provide as president of the United States.",-1,kind leadership want provid presid unit state
277,This is a question of organizing the housing community.,-1,question organ hous commun
278,"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",-1,talk banker builder develop hous advoc commun develop agenc want leadership washington
279,"Washington, by itself, can't do it all.",-1,washington
280,But governors are ready; mayors are ready.,-1,governor readi mayor readi
281,Builders and community leaders are ready.,-1,builder commun leader readi
282,"It will require some funds, John.",-1,requir fund john
283,And we ought to be prepared to provide those funds.,-1,ought prepar provid fund
284,"But that, too, will require some choices.",-1,requir choic
285,Mr. Bush wants to spend billions and trillions on Star Wars.,-1,mr bush want spend billion trillion star war
286,"Well, that's a choice we have to make, isn't it?",-1,well choic make
287,"Do we spend money on that weapon system in the billions and trillions, or is providing some decent and affordable housing for families of this country something that is at least as important and probably more so.",-1,spend money weapon system billion trillion provid decent afford hous famili countri someth least import probabl
288,Because it's so essential to our economic strength and to our future.,-1,essenti econom strength futur
289,"Now, that's the kind of presidency I believe in.",-1,kind presid believ
290,"And simply to say, well, the McKinney bill will do it just doesn't do.",-1,simpli say well mckinney bill
