Sentence_id,Text,Verdict
396,"But the federal spending for education is up, and I want to be the education president, because I want to see us do better.",1
397,"We're putting more money per child into education, and we are not performing as we should.",1
398,We've gotten away fro values and the fundamentals.,-1
399,And I would like to urge the school superintendents and the others around the country to stand up now and keep us moving forward on a path towards real excellence.,-1
400,And we can do it.,-1
401,"But itÃâ‚¬s not going to be dedicated by some federal bureaucracy in Washington, D.C.",-1
402,Of course that's a charge that's always made against any governor who runs for the presidency.,-1
403,I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980.,0
404,"And yet some of our finest presidents, some of our strongest international leaders were governors-Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt.",0
405,Its not the amount of time you spend in Washington.,-1
406,It's not the length of your resume.,-1
407,"It's your strength, it's your values, it's the quality of the people you pick.",-1
408,"It's your understanding of the forces of change that are sweeping the world, and whether or not you're in a position to provide leadership to make those forces of change work for us and not against us.",-1
409,The vice president has a long resume.,0
410,But it didn't stop him from endorsing the sale of arms to the Ayatollah.,-1
411,"And we now know that he was not out of the loop; he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it.",1
412,His experience didn't prevent him from participating or involving or in some way being involved in the relationship between this government and Mr. Noriega and drug trafficking in Panama.,-1
413,He went to Philippines in the early 80Ãâ‚¬s and commended Ferdinand Macros for his commitment to democracy.,0
414,"And he continues to support a failed policy in Central America which is getting worse and worse, and which has in fact increased Cuban and Soviet influence in that region.",1
415,So I don't believe that the fact you've got that long resume or had that experience is the real question.,-1
